transmission,model,Year of Manufacture,City,Fuel Type,bt,Ownership,Kms Driven,Engine Type
Manual,Maruti Baleno,2018.0,Kolkata,Petrol,Hatchback,First Owner,30000.0,VVT Petrol Engine
Manual,Renault Kiger,2021.0,Kolkata,Petrol,SUV,First Owner,6948.0,1.0L Turbo
Manual,Ford Ecosport,2015.0,Kolkata,Petrol,SUV,First Owner,45000.0,Ecoboost Petrol Engine 
Automatic,Hyundai Grand i10 Nios,2022.0,Kolkata,Petrol,Hatchback,First Owner,9943.0,1.2 Kappa petrol
Manual,Maruti Alto 800,2013.0,Kolkata,Petrol,Hatchback,Third Owner,31062.0,F8D Petrol Engine
Manual,Renault KWID,2017.0,Kolkata,Petrol,Hatchback,Second Owner,40000.0,Petrol Engine
Manual,Hyundai i10,2010.0,Kolkata,Petrol,Hatchback,Second Owner,57000.0,DOHC Engine
Automatic,Chevrolet Cruze,2011.0,Kolkata,Diesel,Sedan,First Owner,60000.0,"4 Cylinder, VCDi"
Manual,Hyundai Creta,2019.0,Kolkata,Petrol,SUV,First Owner,23000.0,VTVT Petrol Engine
Manual,Hyundai Grand i10,2018.0,Kolkata,Diesel,Hatchback,First Owner,50000.0,U2 CRDi  Diesel Engine
Automatic,Honda City,2020.0,Kolkata,Petrol,Sedan,Second Owner,30000.0,i VTEC Engine
Manual,Mahindra XUV500,2018.0,Kolkata,Diesel,SUV,First Owner,55000.0,mHawk Diesel Engine
Manual,Hyundai i20,2021.0,Kolkata,Petrol,Hatchback,First Owner,20000.0,1.2 l Kappa petrol
Manual,Toyota Etios Liva,2015.0,Kolkata,Petrol,Hatchback,First Owner,50000.0,Petrol Engine
Manual,Honda Amaze,2016.0,Kolkata,Diesel,Sedan,First Owner,46940.0,i-DTEC Diesel Engine
Manual,Maruti Wagon R,2022.0,Kolkata,Petrol,Hatchback,First Owner,12315.0,K12N
Manual,Maruti Alto 800,2013.0,Kolkata,Petrol,Hatchback,First Owner,15584.0,F8D Petrol Engine
Manual,Honda City,2014.0,Kolkata,Diesel,Sedan,First Owner,64400.0,i DTEC Diesel Engine 
Automatic,Maruti Swift,2018.0,Kolkata,Petrol,Hatchback,First Owner,13067.0,VTVT Engine
Manual,Maruti Alto 800,2021.0,Kolkata,Petrol,Hatchback,First Owner,15264.0,F8D Petrol Engine
Automatic,Kia Seltos,2022.0,Kolkata,Diesel,SUV,First Owner,11853.0,1.5 L CRDi VGT
Manual,Maruti Alto K10,2019.0,Kolkata,Petrol,Hatchback,First Owner,7843.0,K Series Petrol Engine
Automatic,Hyundai i20,2021.0,Kolkata,Petrol,Hatchback,First Owner,2501.0,1.2 l Kappa petrol
Manual,Maruti Alto 800,2022.0,Kolkata,Petrol,Hatchback,First Owner,9285.0,F8D Petrol Engine
Manual,Maruti Alto 800,2014.0,Kolkata,Petrol,Hatchback,First Owner,51215.0,F8D Petrol Engine
Automatic,Mahindra Scorpio N,2022.0,Kolkata,Diesel,SUV,First Owner,23400.0,mHawk
Manual,Kia Seltos,2021.0,Kolkata,Petrol,SUV,First Owner,11000.0,Smartstream G1.5
Manual,Mahindra XUV500,2021.0,Kolkata,Diesel,SUV,First Owner,10000.0,mHawk155 Diesel Engine
Manual,Hyundai Venue,2021.0,Kolkata,Petrol,SUV,First Owner,40000.0,
Manual,Honda Mobilio,2014.0,Kolkata,Petrol,MUV,First Owner,25000.0,i-VTEC Engine
Manual,Mahindra Scorpio,2021.0,Kolkata,Diesel,SUV,First Owner,55000.0,mHawk Diesel Engine
Manual,Maruti Swift,2010.0,Kolkata,Petrol,Hatchback,Fourth Owner,80000.0,In-Line Engine
Manual,Hyundai Venue,2021.0,Kolkata,Petrol,SUV,First Owner,8126.0,Kappa 1.0 L Turbo GDi Petrol
Automatic,Maruti Wagon R,2016.0,Kolkata,Petrol,Hatchback,First Owner,42000.0,K10B Petrol Engine
Manual,Maruti Swift Dzire,2013.0,Kolkata,Diesel,Sedan,Second Owner,32000.0,DDiS Diesel Engine
Manual,Maruti Alto 800,2019.0,Kolkata,Petrol,Hatchback,First Owner,11736.0,F8D Petrol Engine
Manual,Hyundai i10,2014.0,Kolkata,Petrol,Hatchback,First Owner,21679.0,DOHC Kappa2 Engine
Manual,Maruti Vitara Brezza,2017.0,Kolkata,Diesel,SUV,First Owner,39000.0,DDiS 200 Diesel Engine
Manual,Maruti Alto 800,2021.0,Kolkata,Petrol,Hatchback,First Owner,11333.0,F8D Petrol Engine
Manual,Maruti Alto 800,2019.0,Kolkata,Petrol,Hatchback,First Owner,13440.0,F8D Petrol Engine
Automatic,Skoda Superb,2019.0,Kolkata,Diesel,Sedan,Second Owner,46900.0,Diesel Engine
Manual,Maruti Wagon R,2020.0,Kolkata,CNG,Hatchback,First Owner,18930.0,K10B Petrol Engine
Manual,Mahindra XUV500,2018.0,Kolkata,Diesel,SUV,First Owner,80000.0,mHawk Diesel Engine
Manual,Maruti Wagon R,2020.0,Kolkata,CNG,Hatchback,First Owner,17851.0,K10B Petrol Engine
Manual,Maruti Alto 800,2021.0,Kolkata,Petrol,Hatchback,First Owner,22392.0,F8D Petrol Engine
Manual,Kia Carens,2022.0,Kolkata,Petrol,MUV,First Owner,29017.0,Smartstream G1.4 T-GDi
Manual,Jeep Compass,2021.0,Kolkata,Petrol,SUV,First Owner,9000.0,1.4-Litre 4-Cyl Multiair Engine
Manual,Maruti Zen,2003.0,Kolkata,Petrol,Hatchback,First Owner,30000.0,In-Line Engine
Manual,Hyundai EON,2017.0,Kolkata,Petrol,Hatchback,First Owner,10000.0,Petrol Engine
Manual,Hyundai Venue,2021.0,Kolkata,Petrol,SUV,First Owner,30559.0,Kappa 1.0 L Turbo GDi Petrol
Automatic,Hyundai Creta,2018.0,Kolkata,Diesel,SUV,Second Owner,60000.0,U2 CRDI VGT Engine
Manual,Ford Aspire,2016.0,Kolkata,Petrol,Sedan,First Owner,50000.0,Ti-VCT Petrol Engine
Manual,Hyundai i20,2012.0,Kolkata,Petrol,Hatchback,First Owner,20000.0,In-Line Engine
Automatic,Renault KWID,2022.0,Kolkata,Petrol,Hatchback,First Owner,10000.0,Petrol Engine
Manual,Toyota Etios Cross,2014.0,Kolkata,Petrol,Hatchback,First Owner,19830.0,Petrol Engine
Manual,Maruti S-Presso,2020.0,Kolkata,Petrol,Hatchback,First Owner,24670.0,K10C
Manual,Hyundai Grand i10,2019.0,Kolkata,Petrol,Hatchback,First Owner,14327.0,Kappa VTVT Petrol Engine
Manual,Jeep Compass,2018.0,Kolkata,Diesel,SUV,First Owner,50000.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Maruti Alto K10,2014.0,Kolkata,Petrol,Hatchback,First Owner,18987.0,K Series Petrol Engine
Manual,Maruti Alto K10,2019.0,Kolkata,Petrol,Hatchback,First Owner,55973.0,K Series Petrol Engine
Automatic,Hyundai Verna,2021.0,Kolkata,Petrol,Sedan,Second Owner,9000.0,1.5 l MPi petrol
Manual,Maruti Alto 800,2019.0,Kolkata,Petrol,Hatchback,First Owner,27094.0,F8D Petrol Engine
Manual,Maruti Alto,2008.0,Kolkata,Petrol,Hatchback,Second Owner,60000.0,In-Line Engine
Manual,Hyundai Grand i10 Nios,2020.0,Kolkata,Petrol,Hatchback,First Owner,4914.0,1.2 Kappa petrol
Manual,Maruti Zen Estilo,2013.0,Kolkata,Petrol,Hatchback,First Owner,25171.0,K Series Petrol Engine
Manual,Tata Nexon,2018.0,Kolkata,Petrol,SUV,First Owner,40000.0,Revotron 1.2L Turbocharged engine
Manual,Jeep Compass,2018.0,Kolkata,Diesel,SUV,First Owner,42000.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Hyundai Venue,2020.0,Kolkata,Petrol,SUV,First Owner,28400.0,
Automatic,Mahindra Thar,2021.0,Kolkata,Diesel,SUV,First Owner,20857.0,mHawk 130 Engine
Manual,Hyundai Verna,2009.0,Kolkata,Diesel,Sedan,First Owner,61000.0,In-Line Engine
Manual,Mahindra XUV500,2015.0,Kolkata,Diesel,SUV,First Owner,75760.0,mHawk Diesel Engine
Manual,Hyundai Grand i10,2015.0,Kolkata,Petrol,Hatchback,First Owner,31000.0, Kappa VTVT Petrol Engine
Automatic,Hyundai Verna,2015.0,Kolkata,Diesel,Sedan,First Owner,54000.0,U2 VGT Diesel Engine 
Manual,Volkswagen Polo,2014.0,Kolkata,Petrol,Hatchback,Second Owner,60000.0,MPI Petrol Engine
Manual,Honda Brio,2013.0,Kolkata,Petrol,Hatchback,First Owner,68943.0,i-VTEC Engine
Manual,Maruti Alto 800,2022.0,Kolkata,Petrol,Hatchback,First Owner,8582.0,F8D Petrol Engine
Manual,Maruti Alto 800,2019.0,Kolkata,Petrol,Hatchback,First Owner,22868.0,F8D Petrol Engine
Manual,Maruti Vitara Brezza,2016.0,Kolkata,Diesel,SUV,First Owner,76165.0,DDiS 200 Diesel Engine
Manual,Hyundai Grand i10 Nios,2020.0,Kolkata,Petrol,Hatchback,First Owner,27047.0,1.2 Kappa petrol
Automatic,Maruti Swift Dzire,2017.0,Kolkata,Petrol,Sedan,First Owner,35538.0,K Series VVT Engine
Automatic,Kia Seltos,2023.0,Kolkata,Diesel,SUV,First Owner,8700.0,1.5 L CRDi VGT
Manual,Maruti Swift,2016.0,Kolkata,Petrol,Hatchback,First Owner,76293.0,VTVT Engine
Manual,Datsun GO,2018.0,Kolkata,Petrol,Hatchback,First Owner,34000.0,Petrol Engine
Automatic,Honda City,2022.0,Kolkata,Petrol,Sedan,First Owner,12113.0,Water Cooled Inline i-VTEC DOHC with VTC
Manual,Hyundai Creta,2018.0,Kolkata,Petrol,SUV,First Owner,87172.0,VTVT Petrol Engine
Manual,Maruti Alto,2021.0,Kolkata,Petrol,Hatchback,First Owner,20000.0,In-Line Engine
Manual,Honda City,2014.0,Kolkata,Diesel,Sedan,First Owner,55000.0,i DTEC Diesel Engine 
Manual,Hyundai i20,2013.0,Kolkata,Diesel,Hatchback,First Owner,51321.0,U2 CRDI Diesel Engine
Automatic,Land Rover Range Rover Evoque,2019.0,Kolkata,Petrol,SUV,First Owner,29781.0,2.0 Litre Petrol Engine
Manual,Skoda Kushaq,2022.0,Kolkata,Petrol,SUV,,15400.0,1.0 TSI Petrol Engine
Manual,Ford Ecosport,2021.0,Kolkata,Diesel,SUV,Second Owner,21000.0,TDCi Diesel Engine
Manual,Hyundai Creta,2019.0,Kolkata,Diesel,SUV,First Owner,34000.0,U2 CRDI VGT Engine
Automatic,MG Gloster,2021.0,Kolkata,Diesel,SUV,First Owner,19000.0,Diesel 2.0 Twin Turbo
Manual,Hyundai EON,2015.0,Kolkata,Petrol,Hatchback,First Owner,65595.0,Petrol Engine
Manual,Ford Ecosport,2014.0,Kolkata,Diesel,SUV,First Owner,10000.0,TDCi Diesel Engine
Manual,Mahindra XUV500,2018.0,Kolkata,Diesel,SUV,First Owner,51441.0,mHawk Diesel Engine
Manual,Ford Ecosport,2014.0,Kolkata,Diesel,SUV,Third Owner,70057.0,TDCi Diesel Engine
Manual,Kia Seltos,2020.0,Kolkata,Petrol,SUV,First Owner,14000.0,SMARTSTREAM G1.5
Manual,Skoda Rapid,2020.0,Kolkata,Petrol,Sedan,First Owner,35984.0,1.0L TSI Petrol
Manual,Renault Captur,2017.0,Kolkata,Diesel,SUV,First Owner,80443.0,K9K dCi Diesel Engine
Manual,Toyota Innova,2008.0,Kolkata,Diesel,MUV,Second Owner,150000.0,In-Line Engine
Manual,Mahindra XUV500,2014.0,Kolkata,Diesel,SUV,Second Owner,87893.0,mHawk Diesel Engine
Manual,Maruti Wagon R,2009.0,Kolkata,LPG,Hatchback,Second Owner,120000.0,In-Line Engine
Manual,Hyundai i20 Active,2015.0,Kolkata,Diesel,Hatchback,First Owner,49441.0,U2 CRDI Diesel Engine
Automatic,MG Astor,2022.0,Kolkata,Petrol,SUV,First Owner,6015.0,220TURBO
Manual,Hyundai Creta,2021.0,Kolkata,Petrol,SUV,Second Owner,30908.0,1.5 L MPi Petrol
Manual,Jeep Compass,2017.0,Kolkata,Diesel,SUV,First Owner,34441.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Honda CR-V,2010.0,Kolkata,Petrol,SUV,First Owner,74000.0,
Manual,Maruti Ertiga,2019.0,Kolkata,Petrol,MUV,First Owner,30000.0,K15 Smart Hybrid
Automatic,Audi Q3,2014.0,Kolkata,Diesel,SUV,First Owner,68000.0,TDI Diesel Engine
Manual,Ford Figo,2014.0,Kolkata,Petrol,Hatchback,First Owner,55000.0,Duratec Petrol Engine
Manual,Hyundai i10,2014.0,Kolkata,Petrol,Hatchback,First Owner,37000.0,DOHC Kappa2 Engine
Manual,Datsun GO Plus,2016.0,Kolkata,Petrol,MUV,First Owner,40000.0,In Line Petrol Engine
Automatic,Jeep Compass,2021.0,Kolkata,Diesel,SUV,First Owner,40300.0,2.0L Multijet Diesel
Manual,Toyota Innova,2011.0,Kolkata,Diesel,MUV,First Owner,125000.0,In-Line Engine
Manual,Maruti Alto 800,2020.0,Kolkata,Petrol,Hatchback,First Owner,43317.0,F8D Petrol Engine
Manual,Maruti Alto 800,2020.0,Kolkata,Petrol,Hatchback,First Owner,21298.0,F8D Petrol Engine
Automatic,Tata Nexon EV,2023.0,Kolkata,Electric,SUV,First Owner,10000.0,
Manual,Honda WR-V,2020.0,Kolkata,Petrol,SUV,First Owner,33393.0,i-VTEC
Manual,Hyundai Grand i10,2014.0,Kolkata,Diesel,Hatchback,First Owner,34622.0,U2 CRDi  Diesel Engine
Manual,Maruti Eeco,2019.0,Kolkata,Petrol,,First Owner,21166.0,K12N
Automatic,Hyundai Creta,2019.0,Kolkata,Diesel,SUV,First Owner,126254.0,U2 CRDI VGT Engine
Automatic,Jaguar F-TYPE,2014.0,Kolkata,Petrol,Convertibles,Third Owner,31828.0,V-Type Supercharged Engin
Manual,Datsun GO,2016.0,Kolkata,Petrol,Hatchback,First Owner,43595.0,Petrol Engine
Manual,Maruti Ciaz,2015.0,Kolkata,Petrol,Sedan,First Owner,22276.0,k14B VVT Engine
Automatic,Tata Tigor EV,2023.0,Kolkata,Electric,Sedan,First Owner,10000.0,
Manual,Maruti Eeco,2010.0,Kolkata,Petrol,Minivans,Third Owner,100000.0,In-Line Engine
Manual,Maruti Eeco,2010.0,Kolkata,Petrol,Minivans,Third Owner,60000.0,In-Line Engine
Manual,Hyundai i10,2016.0,Kolkata,Petrol,Hatchback,First Owner,10415.0,DOHC Kappa2 Engine
Manual,Maruti Eeco,2013.0,Kolkata,Petrol,Minivans,First Owner,20000.0,In-Line Engine
Manual,Tata Punch,2022.0,Kolkata,Petrol,SUV,Second Owner,10000.0,1.2 l Revotron Engine
Automatic,Toyota Fortuner Legender,2021.0,Kolkata,Diesel,SUV,First Owner,60000.0,2.8 L Diesel engine
Manual,Maruti Alto 800,2007.0,Kolkata,Petrol,Hatchback,Second Owner,30000.0,F8D Petrol Engine
Manual,Maruti Wagon R,2005.0,Kolkata,Petrol,Hatchback,First Owner,60000.0,K Series Petrol Engine
Manual,Hyundai Grand i10,2016.0,Kolkata,Petrol,Hatchback,First Owner,90000.0,Kappa VTVT Petrol Engine
Manual,Honda WR-V,2019.0,Kolkata,Diesel,SUV,First Owner,42015.0,i-DTEC Diesel Engine
Manual,Toyota Corolla Altis,2018.0,Kolkata,Diesel,Sedan,First Owner,72456.0,D-4D Diesel Engine
Manual,Mahindra Renault Logan,2009.0,Kolkata,Diesel,Sedan,First Owner,60000.0,In-Line Engine
Manual,Maruti Ritz,2014.0,Kolkata,Diesel,Hatchback,First Owner,116032.0,DDiS Diesel Engine 
Manual,Volkswagen Vento,2014.0,Kolkata,Diesel,Sedan,First Owner,30000.0,TDI Diesel Engine
Automatic,Ford Endeavour,2019.0,Kolkata,Diesel,SUV,First Owner,40000.0,Diesel Engine
Manual,Tata Tiago,2017.0,Kolkata,Petrol,Hatchback,Second Owner,40000.0,Revotron Engine
Manual,Tata Tiago,2017.0,Kolkata,Diesel,Hatchback,Second Owner,40000.0,Revotorq Engine
Manual,Mahindra XUV500,2016.0,Kolkata,Diesel,SUV,First Owner,51000.0,mHawk Diesel Engine
Manual,Hyundai Grand i10,2017.0,Kolkata,Petrol,Hatchback,First Owner,30000.0,Kappa VTVT Petrol Engine
Manual,Maruti Ertiga,2021.0,Kolkata,Petrol,MUV,First Owner,15885.0,K15 Smart Hybrid
Manual,Renault Duster,2013.0,Kolkata,Diesel,SUV,First Owner,65000.0,dCi Diesel Engine 
Automatic,Audi A3,2018.0,Kolkata,Petrol,Sedan,First Owner,10000.0,TFSI Petrol Engine
Manual,Hyundai EON,2017.0,Kolkata,Petrol,Hatchback,First Owner,20000.0,Petrol Engine
Automatic,BMW 3 Series,2015.0,Kolkata,Diesel,Sedan,Second Owner,70000.0,Diesel Engine
Automatic,Ford Endeavour,2016.0,Kolkata,Diesel,SUV,First Owner,50000.0,Diesel Engine
Manual,Mahindra XUV500,2014.0,Kolkata,Diesel,SUV,First Owner,53000.0,mHawk Diesel Engine
Automatic,Honda City,2021.0,Kolkata,Petrol,Sedan,First Owner,10000.0,Water Cooled Inline i-VTEC DOHC with VTC
Manual,Tata Tiago,2020.0,Kolkata,Petrol,Hatchback,First Owner,20000.0,1.2 L Revotron
Manual,Kia Carens,2022.0,Kolkata,Petrol,MUV,First Owner,33000.0,Smartstream G1.4 T-GDi
Automatic,Honda Civic,2008.0,Kolkata,Petrol,Sedan,Third Owner,60000.0,In-Line Engine
Automatic,BMW 3 Series,2010.0,Kolkata,Petrol,Sedan,Third Owner,20000.0,In-Line Engine
Manual,Maruti Eeco,2021.0,Kolkata,Petrol,Minivans,First Owner,20000.0,G12B
Manual,Hyundai Grand i10,2013.0,Kolkata,Petrol,Hatchback,Second Owner,20000.0,Kappa VTVT Petrol Engine
Manual,Maruti Eeco,2010.0,Kolkata,Petrol,Minivans,Third Owner,50000.0,In-Line Engine
Manual,Maruti Eeco,2010.0,Kolkata,Petrol,Minivans,Third Owner,50000.0,In-Line Engine
Manual,Renault Triber,2020.0,Kolkata,Petrol,MUV,First Owner,30000.0,
Manual,Mahindra Thar,2022.0,Kolkata,Petrol,SUV,First Owner,10000.0,mStallion 150 TGDi Engine
Manual,Mahindra Scorpio,2007.0,Kolkata,Diesel,SUV,Fourth Owner,120000.0,In-Line Engine
Manual,Hyundai Grand i10 Nios,2021.0,Kolkata,Petrol,Hatchback,First Owner,40000.0,1.2 Kappa petrol
Manual,Hyundai i20,2019.0,Kolkata,Petrol,Hatchback,First Owner,10000.0,Kappa VTVT Petrol Engine
Automatic,Maruti Celerio X,2019.0,Kolkata,Petrol,Hatchback,First Owner,28689.0,K10B Petrol Engine
Automatic,Mercedes-Benz E-Class,2013.0,Kolkata,Petrol,Convertibles,Third Owner,42719.0,Petrol Engine
Manual,Maruti Alto,2004.0,Kolkata,Petrol,Hatchback,First Owner,30000.0,In-Line Engine
Automatic,Tata Nexon EV Prime,2020.0,Kolkata,Electric,SUV,First Owner,53700.0,
Manual,Hyundai Creta,2016.0,Kolkata,Petrol,SUV,First Owner,69150.0,VTVT Petrol Engine
Manual,Mahindra Scorpio,2015.0,Kolkata,Diesel,SUV,First Owner,65480.0,m2DiCR Diesel Engine
Manual,Hyundai i20,2018.0,Kolkata,Petrol,Hatchback,First Owner,42411.0,Kappa VTVT Petrol Engine
Manual,Honda City,2015.0,Kolkata,Petrol,Sedan,First Owner,72000.0,i VTEC Engine
Automatic,Tata Nexon EV Prime,2020.0,Kolkata,Electric,SUV,First Owner,31100.0,
Manual,Mahindra Xylo,2015.0,Kolkata,Diesel,MUV,First Owner,66000.0,mDI CRDe Diesel Engine
Automatic,Tata Nexon EV Prime,2021.0,Kolkata,Electric,SUV,First Owner,26000.0,
Manual,Renault KWID,2019.0,Kolkata,Petrol,Hatchback,First Owner,11000.0,Petrol Engine
Manual,Honda City,2016.0,Kolkata,Petrol,Sedan,Second Owner,23000.0,i VTEC Engine
Automatic,Toyota Glanza,2021.0,Kolkata,Petrol,Hatchback,First Owner,5000.0,Petrol Engine
Manual,Hyundai Creta,2021.0,Kolkata,Petrol,SUV,First Owner,24000.0,1.5 L MPi Petrol
Automatic,Mercedes-Benz GLA Class,2017.0,Kolkata,Diesel,SUV,First Owner,61901.0,Diesel Engine
Manual,Toyota Corolla Altis,2010.0,Kolkata,Petrol,Sedan,First Owner,50000.0,DOHC Dual VVT-i Petrol En
Manual,Ford Figo,2010.0,Kolkata,Petrol,Hatchback,First Owner,41232.0,Petrol Engine
Automatic,Tata Tigor EV,2022.0,Kolkata,Electric,Sedan,First Owner,48277.0,
Automatic,Maruti Wagon R,2017.0,Kolkata,Petrol,Hatchback,First Owner,37000.0,K10B Petrol Engine
Automatic,Audi Q3,2017.0,Kolkata,Diesel,SUV,First Owner,34689.0,TDI Quattro Diesel Engine
Manual,Hyundai Creta,2019.0,Kolkata,Petrol,SUV,First Owner,32475.0,VTVT Petrol Engine
Automatic,Volvo XC40,2023.0,Kolkata,Petrol,SUV,First Owner,411.0,
Automatic,Land Rover Discovery Sport,2019.0,Kolkata,Petrol,SUV,First Owner,33004.0,2.0 Litre Petrol Engine
Automatic,Audi Q5,2010.0,Kolkata,Petrol,SUV,Second Owner,50245.0,TFSI Quattro Engine
Automatic,Mahindra XUV300,2021.0,Kolkata,Diesel,SUV,First Owner,24000.0,1.5L Turbo Diesel
Manual,Maruti Swift,2013.0,Kolkata,Diesel,Hatchback,First Owner,39000.0,DDiS Diesel Engine
Manual,Honda WR-V,2018.0,Kolkata,Diesel,SUV,First Owner,40000.0,i-DTEC Diesel Engine
Manual,Toyota Corolla Altis,2012.0,Kolkata,Diesel,Sedan,First Owner,65000.0,SOHC D-4D Diesel Engine
Manual,Maruti Ciaz,2015.0,Kolkata,Diesel,Sedan,First Owner,73000.0,DDIS 200 Engine
Manual,Hyundai Grand i10 Nios,2020.0,Kolkata,Petrol,Hatchback,First Owner,29000.0,1.2 Kappa petrol
Automatic,Renault Duster,2017.0,Kolkata,Diesel,SUV,First Owner,50000.0,dCi THP Diesel Engine
Automatic,Mercedes-Benz M-Class,2012.0,Kolkata,Diesel,SUV,First Owner,80000.0,V-Type Diesel Engine
Manual,Toyota Innova Crysta,2020.0,Kolkata,Diesel,MUV,First Owner,15000.0,2-GD FTV Engine
Manual,Toyota Fortuner,2017.0,Kolkata,Diesel,SUV,First Owner,56400.0,1-GD FTV Engine
Manual,Honda Brio,2013.0,Kolkata,Petrol,Hatchback,First Owner,61000.0,i-VTEC Engine
Manual,Jeep Compass,2018.0,Kolkata,Diesel,SUV,First Owner,28831.0,2.0-Litre 4-Cyl Multijet II Engine
Manual,Honda City,2018.0,Kolkata,Diesel,Sedan,First Owner,49000.0,i DTEC Diesel Engine
Manual,Honda City,2016.0,Kolkata,Petrol,Sedan,First Owner,27460.0,i VTEC Engine
Automatic,Maruti Baleno,2021.0,Kolkata,Petrol,Hatchback,First Owner,14000.0,1.2L VVT Engine
Manual,Honda City,2014.0,Kolkata,Petrol,Sedan,First Owner,43985.0,i VTEC Engine
Manual,Hyundai i20,2012.0,Kolkata,Petrol,Hatchback,First Owner,28322.0,In-Line Engine
Manual,Hyundai Creta,2022.0,Kolkata,Diesel,SUV,First Owner,12000.0,1.5 L U2 CRDi Diesel
Manual,Maruti Ignis,2022.0,Kolkata,Petrol,Hatchback,First Owner,15000.0,VVT
Manual,Ford Aspire,2017.0,Kolkata,Petrol,Sedan,Second Owner,71762.0,Ti-VCT Petrol Engine
Manual,Mahindra TUV 300,2017.0,Kolkata,Diesel,SUV,First Owner,75000.0,mHawk 100 Diesel Engine
Automatic,Maruti Ciaz,2017.0,Kolkata,Petrol,Sedan,First Owner,79000.0,k14B VVT Engine
Manual,Honda City,2016.0,Kolkata,Petrol,Sedan,First Owner,38734.0,i VTEC Engine
Manual,Maruti Celerio,2022.0,Kolkata,Petrol,Hatchback,First Owner,22000.0,K10C
Automatic,Volkswagen Vento,2017.0,Kolkata,Petrol,Sedan,First Owner,54000.0,TSI Petrol Engine
Manual,Renault Duster,2016.0,Kolkata,Diesel,SUV,First Owner,50000.0,dCi THP Diesel Engine
Manual,Honda BR-V,2016.0,Kolkata,Diesel,SUV,First Owner,68000.0,i DTEC Diesel Engine
Automatic,Volkswagen Vento,2017.0,Kolkata,Petrol,Sedan,First Owner,54000.0,TSI Petrol Engine
Manual,Hyundai i20,2019.0,Kolkata,Petrol,Hatchback,First Owner,32337.0,Kappa VTVT Petrol Engine
Manual,Maruti Ertiga,2019.0,Kolkata,Petrol,MUV,First Owner,21873.0,K15 Smart Hybrid
Manual,Renault KWID,2020.0,Kolkata,Petrol,Hatchback,First Owner,17330.0,Petrol Engine
Manual,Honda Amaze,2020.0,Kolkata,Petrol,Sedan,First Owner,28316.0,i-VTEC Petrol Engine
Automatic,Honda City,2021.0,Kolkata,Petrol,Sedan,First Owner,19000.0,i VTEC Engine
Automatic,Hyundai Venue,2021.0,Kolkata,Petrol,SUV,First Owner,22000.0,Kappa 1.0 L Turbo GDi Petrol
Manual,Maruti Vitara Brezza,2019.0,Kolkata,Diesel,SUV,First Owner,49000.0,DDiS 200 Diesel Engine
Manual,Maruti Ertiga,2017.0,Kolkata,Diesel,MUV,First Owner,48000.0,D13A SHVS Engine
Manual,Ford Ecosport,2015.0,Kolkata,Petrol,SUV,First Owner,65000.0,Ti-VCT Petrol Engine
Manual,Hyundai Creta,2018.0,Kolkata,Petrol,SUV,First Owner,51000.0,VTVT Petrol Engine
Automatic,Honda City,2020.0,Kolkata,Petrol,Sedan,First Owner,32000.0,i VTEC Engine
Manual,Toyota Corolla Altis,2014.0,Kolkata,Petrol,Sedan,First Owner,34000.0,2ZR-FE Petrol Engine
Manual,Maruti Ciaz,2017.0,Kolkata,Diesel,Sedan,First Owner,65000.0,DDIS 200 Engine
Manual,Maruti Ciaz,2015.0,Kolkata,Petrol,Sedan,First Owner,51000.0,K15 Smart Hybrid Petrol Engine
Manual,Toyota Urban cruiser,2022.0,Kolkata,Petrol,SUV,First Owner,17000.0,k-series1.5l
Manual,Renault KWID,2019.0,Kolkata,Petrol,Hatchback,First Owner,6971.0,Petrol Engine
Manual,Toyota Glanza,2023.0,Kolkata,Petrol,Hatchback,First Owner,3000.0,1.2 L Petrol Engine
Manual,Maruti Alto 800,2018.0,Kolkata,Petrol,Hatchback,First Owner,27447.0,F8D Petrol Engine
Manual,Maruti Swift Dzire,2018.0,Kolkata,Petrol,Sedan,First Owner,22008.0,K Series VVT Engine
Manual,Hyundai Alcazar,2021.0,Kolkata,Petrol,SUV,First Owner,9000.0,2.0 l petrol MPi engine
Manual,Hyundai Verna,2015.0,Kolkata,Petrol,Sedan,First Owner,44000.0,VTVT Petrol Engine
Automatic,Hyundai Creta,2016.0,Kolkata,Petrol,SUV,First Owner,46000.0,VTVT Petrol Engine
Manual,Ford Ecosport,2018.0,Kolkata,Diesel,SUV,First Owner,60000.0,TDCi Diesel Engine
Automatic,Toyota Yaris,2018.0,Kolkata,Petrol,Sedan,First Owner,37000.0,1.5 Dual VVT-i Engine
Automatic,Audi Q5,2017.0,Kolkata,Diesel,SUV,First Owner,40000.0,TDI Quattro Engine 
Manual,Maruti Baleno,2020.0,Kolkata,Petrol,Hatchback,First Owner,9000.0,VVT Petrol Engine
Manual,Hyundai Creta,2016.0,Kolkata,Petrol,SUV,First Owner,52000.0,VTVT Petrol Engine
Manual,Maruti Baleno,2017.0,Kolkata,Petrol,Hatchback,First Owner,30400.0,VVT Petrol Engine
Automatic,Hyundai Venue,2021.0,Kolkata,Petrol,SUV,First Owner,29000.0,Kappa 1.0 L Turbo GDi Petrol
Automatic,Mercedes-Benz E-Class,2020.0,Kolkata,Diesel,Sedan,First Owner,20000.0,CDI In-line Engine
